,Name,Address,Lat,Lon,Type,Business_Status,Icon,Times,Price_Level,Rating,ID,Photo Reference
403,The Artist's Gallery,"4406-A 18th Street, San Francisco",37.7607987,-122.4386565,art_gallery,OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,,,,ChIJRfpfYwR-j4ARlaQe_pVsYCA,ARywPAJr6CsCUtp7sGnSzEsvTf0GrnCH5Ni5t_PgtYHugRncsw9NFcTUkRSaDH34ffx8N7rpINQ1Er-6SoufXFHzS1n3XOYroasQsanlVS3EJSpCpLOIgwvDNxye4oOJZwqXpuvgah4pWqtqcWR6FKudmVlTUvKT8MSS2vEZKRA6qFOXhgKe
404,The Artist's Gallery,"4406-A 18th Street, San Francisco",37.7607987,-122.4386565,point_of_interest,OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,,,,ChIJRfpfYwR-j4ARlaQe_pVsYCA,ARywPAJr6CsCUtp7sGnSzEsvTf0GrnCH5Ni5t_PgtYHugRncsw9NFcTUkRSaDH34ffx8N7rpINQ1Er-6SoufXFHzS1n3XOYroasQsanlVS3EJSpCpLOIgwvDNxye4oOJZwqXpuvgah4pWqtqcWR6FKudmVlTUvKT8MSS2vEZKRA6qFOXhgKe
405,The Artist's Gallery,"4406-A 18th Street, San Francisco",37.7607987,-122.4386565,establishment,OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,,,,ChIJRfpfYwR-j4ARlaQe_pVsYCA,ARywPAJr6CsCUtp7sGnSzEsvTf0GrnCH5Ni5t_PgtYHugRncsw9NFcTUkRSaDH34ffx8N7rpINQ1Er-6SoufXFHzS1n3XOYroasQsanlVS3EJSpCpLOIgwvDNxye4oOJZwqXpuvgah4pWqtqcWR6FKudmVlTUvKT8MSS2vEZKRA6qFOXhgKe
406,Tribal Art Asia,"49 Rivoli Street, San Francisco",37.762331,-122.448746,art_gallery,OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,,,,ChIJfZv1kP99j4ARNldMXoRY_2A,ARywPAJZKeSLrFkJtnG2NuGJcl7ST1OBPKECh8d5KZvF05OGcPSSpdtT5guuTbKiZTisf37zKPZlg7RFX406J7ezvBEcvoXQjkcg0Ce-2sxNnlUE3WMx9nXdZLB9aGV3nDSahcjAIpq-nWkemzw34oB98tirF2IwMlbhrAoq8JQW_VxyBdZE
407,Tribal Art Asia,"49 Rivoli Street, San Francisco",37.762331,-122.448746,point_of_interest,OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,,,,ChIJfZv1kP99j4ARNldMXoRY_2A,ARywPAJZKeSLrFkJtnG2NuGJcl7ST1OBPKECh8d5KZvF05OGcPSSpdtT5guuTbKiZTisf37zKPZlg7RFX406J7ezvBEcvoXQjkcg0Ce-2sxNnlUE3WMx9nXdZLB9aGV3nDSahcjAIpq-nWkemzw34oB98tirF2IwMlbhrAoq8JQW_VxyBdZE
408,Tribal Art Asia,"49 Rivoli Street, San Francisco",37.762331,-122.448746,establishment,OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,,,,ChIJfZv1kP99j4ARNldMXoRY_2A,ARywPAJZKeSLrFkJtnG2NuGJcl7ST1OBPKECh8d5KZvF05OGcPSSpdtT5guuTbKiZTisf37zKPZlg7RFX406J7ezvBEcvoXQjkcg0Ce-2sxNnlUE3WMx9nXdZLB9aGV3nDSahcjAIpq-nWkemzw34oB98tirF2IwMlbhrAoq8JQW_VxyBdZE
409,JohnnyBotts,"584 Castro Street, San Francisco",37.75959689999999,-122.4352004,art_gallery,OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,,,,ChIJ__9b0hp-j4ARy_cqUEtsOAY,
410,JohnnyBotts,"584 Castro Street, San Francisco",37.75959689999999,-122.4352004,point_of_interest,OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,,,,ChIJ__9b0hp-j4ARy_cqUEtsOAY,
411,JohnnyBotts,"584 Castro Street, San Francisco",37.75959689999999,-122.4352004,establishment,OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,,,,ChIJ__9b0hp-j4ARy_cqUEtsOAY,
412,2358MRKT Gallery l Space,"2358 Market Street Ste #1, San Francisco",37.7634703,-122.4344871,art_gallery,OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,,,4.7,ChIJU-uuuxx-j4ARRIitc7ZLYDM,ARywPAIWiA_wFe9MkhhAN89Run1g4f8ZjLJjp3uewZ_2UguMhCT1eri77zKeI06dz_Nf2kXQUMX0vV5Jvrxq3c4e4EeDLCfZ2yd4sSndJoyQEmNaSaXTZvuqMUAfk_y0KwvNLs-0m7CVV_nZEEi295tBhwzP_gOCQ1RjmyZ_MV8GeLVP9a_M
413,2358MRKT Gallery l Space,"2358 Market Street Ste #1, San Francisco",37.7634703,-122.4344871,point_of_interest,OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,,,4.7,ChIJU-uuuxx-j4ARRIitc7ZLYDM,ARywPAIWiA_wFe9MkhhAN89Run1g4f8ZjLJjp3uewZ_2UguMhCT1eri77zKeI06dz_Nf2kXQUMX0vV5Jvrxq3c4e4EeDLCfZ2yd4sSndJoyQEmNaSaXTZvuqMUAfk_y0KwvNLs-0m7CVV_nZEEi295tBhwzP_gOCQ1RjmyZ_MV8GeLVP9a_M
414,2358MRKT Gallery l Space,"2358 Market Street Ste #1, San Francisco",37.7634703,-122.4344871,establishment,OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,,,4.7,ChIJU-uuuxx-j4ARRIitc7ZLYDM,ARywPAIWiA_wFe9MkhhAN89Run1g4f8ZjLJjp3uewZ_2UguMhCT1eri77zKeI06dz_Nf2kXQUMX0vV5Jvrxq3c4e4EeDLCfZ2yd4sSndJoyQEmNaSaXTZvuqMUAfk_y0KwvNLs-0m7CVV_nZEEi295tBhwzP_gOCQ1RjmyZ_MV8GeLVP9a_M
415,Upper Market Gallery,"4690 18th Street, San Francisco",37.7605072,-122.4432515,art_gallery,OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,,,5,ChIJIcsDczd_j4AR2ers3EXIxXY,ARywPALTJdO7lTOCDn-9_Xx76Ezw8nTEXSI0xixjS35Q75lFglh9QOfi2ygEKhHc9gxS9CpLeC7ZqWG1_yQg1nez9KjAfrVVp-KQSEmm-UUYibcgBWQH9EvQr0iCSrAwZ-AK4D91BZeYIs696iRpsoosmu4v9NvJ925qXynzRimefRw6kBwM
416,Upper Market Gallery,"4690 18th Street, San Francisco",37.7605072,-122.4432515,point_of_interest,OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,,,5,ChIJIcsDczd_j4AR2ers3EXIxXY,ARywPALTJdO7lTOCDn-9_Xx76Ezw8nTEXSI0xixjS35Q75lFglh9QOfi2ygEKhHc9gxS9CpLeC7ZqWG1_yQg1nez9KjAfrVVp-KQSEmm-UUYibcgBWQH9EvQr0iCSrAwZ-AK4D91BZeYIs696iRpsoosmu4v9NvJ925qXynzRimefRw6kBwM
417,Upper Market Gallery,"4690 18th Street, San Francisco",37.7605072,-122.4432515,establishment,OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,,,5,ChIJIcsDczd_j4AR2ers3EXIxXY,ARywPALTJdO7lTOCDn-9_Xx76Ezw8nTEXSI0xixjS35Q75lFglh9QOfi2ygEKhHc9gxS9CpLeC7ZqWG1_yQg1nez9KjAfrVVp-KQSEmm-UUYibcgBWQH9EvQr0iCSrAwZ-AK4D91BZeYIs696iRpsoosmu4v9NvJ925qXynzRimefRw6kBwM
418,Queer Arts Featured,"575 Castro Street, San Francisco",37.7597602,-122.4346696,art_gallery,OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,,,5,ChIJIQXQDMl_j4ARDpppPP5dIsc,ARywPAImq1gZv5bI2bizR9MzFuNgISU3LzmdFzNK0FXWddsbBkkznr0_XDcl2hDlFo4C9wcoCN4gHFH3IeoWb5P8qFcwTTYmD0yE-yNJOvKmQYxMKTP47HPmks6pOyqqQLzzuAgzGyRtB71ThjUKmJvkJ2GWTLokIlF8AhZsKFyQ8klHHcb_
419,Queer Arts Featured,"575 Castro Street, San Francisco",37.7597602,-122.4346696,point_of_interest,OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,,,5,ChIJIQXQDMl_j4ARDpppPP5dIsc,ARywPAImq1gZv5bI2bizR9MzFuNgISU3LzmdFzNK0FXWddsbBkkznr0_XDcl2hDlFo4C9wcoCN4gHFH3IeoWb5P8qFcwTTYmD0yE-yNJOvKmQYxMKTP47HPmks6pOyqqQLzzuAgzGyRtB71ThjUKmJvkJ2GWTLokIlF8AhZsKFyQ8klHHcb_
