,Name,Address,Lat,Lon,Type,Business_Status,Icon,Rating,Total_Ratings,ID,Photo Reference,Price_Level
159,The Cove on Castro,"434 Castro Street, San Francisco",37.7618867,-122.4353323,point_of_interest,OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,4.4,471.0,ChIJVxhdqhx-j4AR6J2KZ0l_QGw,ARywPAKDu9AzLLh0bLeZlzLZXYYkn6cPfsLZzg37333E00JNhydSwSHea-fTKF4_Hj6OKVMAgwQNlv2Cf2Q55-25K6v_bZM1Dl2I-YyRuy3F4g9fvqVQ4Q5aaV7_Zh-BclVUsrs4VgmWELSCoSt1dT8k0ZSIOaS1aq5FsKIDZLbCLCzsvHR8,2.0
160,The Cove on Castro,"434 Castro Street, San Francisco",37.7618867,-122.4353323,establishment,OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,4.4,471.0,ChIJVxhdqhx-j4AR6J2KZ0l_QGw,ARywPAKDu9AzLLh0bLeZlzLZXYYkn6cPfsLZzg37333E00JNhydSwSHea-fTKF4_Hj6OKVMAgwQNlv2Cf2Q55-25K6v_bZM1Dl2I-YyRuy3F4g9fvqVQ4Q5aaV7_Zh-BclVUsrs4VgmWELSCoSt1dT8k0ZSIOaS1aq5FsKIDZLbCLCzsvHR8,2.0
161,Cafe Mystique,"464 Castro Street, San Francisco",37.7614765,-122.4352985,restaurant,OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,4.4,543.0,ChIJPbV6qhx-j4ARJcmiQMJhbaM,ARywPALjYIIQplE8vDUDG6E36i_FdoG9hozUlt1iJ4C5gyjYGm_BXd0Jv7_CG88SB32c7y7tgzimEiWnRlYpFufNrcWW-peYd9lSnZkf0ttRHRcNLMPlTfe2eE0BFQyIG7uXNqWe_AucnP0V-FaNm4fimS_LHx464gMZtWymZX6uV2lz00vi,2.0
162,Cafe Mystique,"464 Castro Street, San Francisco",37.7614765,-122.4352985,food,OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,4.4,543.0,ChIJPbV6qhx-j4ARJcmiQMJhbaM,ARywPALjYIIQplE8vDUDG6E36i_FdoG9hozUlt1iJ4C5gyjYGm_BXd0Jv7_CG88SB32c7y7tgzimEiWnRlYpFufNrcWW-peYd9lSnZkf0ttRHRcNLMPlTfe2eE0BFQyIG7uXNqWe_AucnP0V-FaNm4fimS_LHx464gMZtWymZX6uV2lz00vi,2.0
163,Cafe Mystique,"464 Castro Street, San Francisco",37.7614765,-122.4352985,point_of_interest,OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,4.4,543.0,ChIJPbV6qhx-j4ARJcmiQMJhbaM,ARywPALjYIIQplE8vDUDG6E36i_FdoG9hozUlt1iJ4C5gyjYGm_BXd0Jv7_CG88SB32c7y7tgzimEiWnRlYpFufNrcWW-peYd9lSnZkf0ttRHRcNLMPlTfe2eE0BFQyIG7uXNqWe_AucnP0V-FaNm4fimS_LHx464gMZtWymZX6uV2lz00vi,2.0
164,Cafe Mystique,"464 Castro Street, San Francisco",37.7614765,-122.4352985,establishment,OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,4.4,543.0,ChIJPbV6qhx-j4ARJcmiQMJhbaM,ARywPALjYIIQplE8vDUDG6E36i_FdoG9hozUlt1iJ4C5gyjYGm_BXd0Jv7_CG88SB32c7y7tgzimEiWnRlYpFufNrcWW-peYd9lSnZkf0ttRHRcNLMPlTfe2eE0BFQyIG7uXNqWe_AucnP0V-FaNm4fimS_LHx464gMZtWymZX6uV2lz00vi,2.0
165,Dash Japanese Tapas & Sushi,"737 Diamond Street, San Francisco",37.75151639999999,-122.4361737,restaurant,OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,4.9,29.0,ChIJR06YrW9_j4ARVFjz4RFPPO8,ARywPAJFW0W9ceuqe21ZLB-hxEWjl0qwJP1Z6fOp9Ro-Uo4JL-egUbWj_cTlhV3X6bym_jUm1VOKnWiJt-at_-NPiMX2FX0fXv3fmFcL-cjrmxz89tZ1Po6TsUNvOentQIyOY0MaI9TJUAR9vkPysn3_Ox-vv8Bsl_Evf-toL5PEGtrCZgCO,
166,Dash Japanese Tapas & Sushi,"737 Diamond Street, San Francisco",37.75151639999999,-122.4361737,food,OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,4.9,29.0,ChIJR06YrW9_j4ARVFjz4RFPPO8,ARywPAJFW0W9ceuqe21ZLB-hxEWjl0qwJP1Z6fOp9Ro-Uo4JL-egUbWj_cTlhV3X6bym_jUm1VOKnWiJt-at_-NPiMX2FX0fXv3fmFcL-cjrmxz89tZ1Po6TsUNvOentQIyOY0MaI9TJUAR9vkPysn3_Ox-vv8Bsl_Evf-toL5PEGtrCZgCO,
167,Dash Japanese Tapas & Sushi,"737 Diamond Street, San Francisco",37.75151639999999,-122.4361737,point_of_interest,OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,4.9,29.0,ChIJR06YrW9_j4ARVFjz4RFPPO8,ARywPAJFW0W9ceuqe21ZLB-hxEWjl0qwJP1Z6fOp9Ro-Uo4JL-egUbWj_cTlhV3X6bym_jUm1VOKnWiJt-at_-NPiMX2FX0fXv3fmFcL-cjrmxz89tZ1Po6TsUNvOentQIyOY0MaI9TJUAR9vkPysn3_Ox-vv8Bsl_Evf-toL5PEGtrCZgCO,
168,Dash Japanese Tapas & Sushi,"737 Diamond Street, San Francisco",37.75151639999999,-122.4361737,establishment,OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,4.9,29.0,ChIJR06YrW9_j4ARVFjz4RFPPO8,ARywPAJFW0W9ceuqe21ZLB-hxEWjl0qwJP1Z6fOp9Ro-Uo4JL-egUbWj_cTlhV3X6bym_jUm1VOKnWiJt-at_-NPiMX2FX0fXv3fmFcL-cjrmxz89tZ1Po6TsUNvOentQIyOY0MaI9TJUAR9vkPysn3_Ox-vv8Bsl_Evf-toL5PEGtrCZgCO,
169,All Day Kitchens,"741 Diamond Street, San Francisco",37.7513567,-122.4361619,restaurant,OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,3.6,20.0,ChIJoSY0qgGBhYARSJP8XZw4wSY,ARywPAKTooXXid0I_rk6Y9S0F8kB9mj6KSeRHGh2rfK1eaY0t1xCsUZgto0iQtr52jhqVfhG3-vzUUWYG8NbwFgyPhdRtLxzzDrW94311yzVrFLl4KaBUD3wdwSDQp8zILrM8CFFMoMoJ3ZYA9AMmrBtJ5MBqzlhMWelPmvgRKiQ2JIMbBBh,2
170,All Day Kitchens,"741 Diamond Street, San Francisco",37.7513567,-122.4361619,food,OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,3.6,20.0,ChIJoSY0qgGBhYARSJP8XZw4wSY,ARywPAKTooXXid0I_rk6Y9S0F8kB9mj6KSeRHGh2rfK1eaY0t1xCsUZgto0iQtr52jhqVfhG3-vzUUWYG8NbwFgyPhdRtLxzzDrW94311yzVrFLl4KaBUD3wdwSDQp8zILrM8CFFMoMoJ3ZYA9AMmrBtJ5MBqzlhMWelPmvgRKiQ2JIMbBBh,2
171,All Day Kitchens,"741 Diamond Street, San Francisco",37.7513567,-122.4361619,point_of_interest,OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,3.6,20.0,ChIJoSY0qgGBhYARSJP8XZw4wSY,ARywPAKTooXXid0I_rk6Y9S0F8kB9mj6KSeRHGh2rfK1eaY0t1xCsUZgto0iQtr52jhqVfhG3-vzUUWYG8NbwFgyPhdRtLxzzDrW94311yzVrFLl4KaBUD3wdwSDQp8zILrM8CFFMoMoJ3ZYA9AMmrBtJ5MBqzlhMWelPmvgRKiQ2JIMbBBh,2
172,All Day Kitchens,"741 Diamond Street, San Francisco",37.7513567,-122.4361619,establishment,OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,3.6,20.0,ChIJoSY0qgGBhYARSJP8XZw4wSY,ARywPAKTooXXid0I_rk6Y9S0F8kB9mj6KSeRHGh2rfK1eaY0t1xCsUZgto0iQtr52jhqVfhG3-vzUUWYG8NbwFgyPhdRtLxzzDrW94311yzVrFLl4KaBUD3wdwSDQp8zILrM8CFFMoMoJ3ZYA9AMmrBtJ5MBqzlhMWelPmvgRKiQ2JIMbBBh,2
173,Vico Cavone,"4248 18th Street, San Francisco",37.76093919999999,-122.4369478,restaurant,OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,4.0,118.0,ChIJo5-0wD5_j4ARVefQnmPZZ3M,ARywPAJxbAWZ5Xsa_QEq2NzKeUhHETp_F_MdwpTwfm05ASAr3XjRHUlFj6V9qst8uqnAEVSS-UXfP71Eb1yVLYSWH3wQuaCiG-bRgimEa6yROUpTia7rCspsyesr32ShVuMptwtVuJIPzUfkrPm2rfPabUeYSqB4TzY6LzpdWRoakDWPcu0E,2
174,Vico Cavone,"4248 18th Street, San Francisco",37.76093919999999,-122.4369478,food,OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,4.0,118.0,ChIJo5-0wD5_j4ARVefQnmPZZ3M,ARywPAJxbAWZ5Xsa_QEq2NzKeUhHETp_F_MdwpTwfm05ASAr3XjRHUlFj6V9qst8uqnAEVSS-UXfP71Eb1yVLYSWH3wQuaCiG-bRgimEa6yROUpTia7rCspsyesr32ShVuMptwtVuJIPzUfkrPm2rfPabUeYSqB4TzY6LzpdWRoakDWPcu0E,2
175,Vico Cavone,"4248 18th Street, San Francisco",37.76093919999999,-122.4369478,point_of_interest,OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,4.0,118.0,ChIJo5-0wD5_j4ARVefQnmPZZ3M,ARywPAJxbAWZ5Xsa_QEq2NzKeUhHETp_F_MdwpTwfm05ASAr3XjRHUlFj6V9qst8uqnAEVSS-UXfP71Eb1yVLYSWH3wQuaCiG-bRgimEa6yROUpTia7rCspsyesr32ShVuMptwtVuJIPzUfkrPm2rfPabUeYSqB4TzY6LzpdWRoakDWPcu0E,2
176,Vico Cavone,"4248 18th Street, San Francisco",37.76093919999999,-122.4369478,establishment,OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,4.0,118.0,ChIJo5-0wD5_j4ARVefQnmPZZ3M,ARywPAJxbAWZ5Xsa_QEq2NzKeUhHETp_F_MdwpTwfm05ASAr3XjRHUlFj6V9qst8uqnAEVSS-UXfP71Eb1yVLYSWH3wQuaCiG-bRgimEa6yROUpTia7rCspsyesr32ShVuMptwtVuJIPzUfkrPm2rfPabUeYSqB4TzY6LzpdWRoakDWPcu0E,2
177,Indreni Indian Kitchen,"4166 24th Street, San Francisco",37.7514463,-122.4355543,restaurant,OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,5.0,7.0,ChIJEXiWGjl_j4AR8wUZ-ZHYrUo,ARywPAL0-DNwgqhkG-J2iXmeH2hUE48UOzYamLHw6MJAoqEZvr80OspwD-jglfLidjSYkQ58IjEQYieW3zNIRpnI9ul3rwVHmlF2cDGMdPWqNVXN9NAeP5zXkuFAPtIVSVE9fJPTUOVBQ9_1Nh8Ipwsa4yawFegMke4RAxkTQj2CjcrA7zvH,
178,Indreni Indian Kitchen,"4166 24th Street, San Francisco",37.7514463,-122.4355543,food,OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,5.0,7.0,ChIJEXiWGjl_j4AR8wUZ-ZHYrUo,ARywPAL0-DNwgqhkG-J2iXmeH2hUE48UOzYamLHw6MJAoqEZvr80OspwD-jglfLidjSYkQ58IjEQYieW3zNIRpnI9ul3rwVHmlF2cDGMdPWqNVXN9NAeP5zXkuFAPtIVSVE9fJPTUOVBQ9_1Nh8Ipwsa4yawFegMke4RAxkTQj2CjcrA7zvH,
179,Indreni Indian Kitchen,"4166 24th Street, San Francisco",37.7514463,-122.4355543,point_of_interest,OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,5.0,7.0,ChIJEXiWGjl_j4AR8wUZ-ZHYrUo,ARywPAL0-DNwgqhkG-J2iXmeH2hUE48UOzYamLHw6MJAoqEZvr80OspwD-jglfLidjSYkQ58IjEQYieW3zNIRpnI9ul3rwVHmlF2cDGMdPWqNVXN9NAeP5zXkuFAPtIVSVE9fJPTUOVBQ9_1Nh8Ipwsa4yawFegMke4RAxkTQj2CjcrA7zvH,
180,Indreni Indian Kitchen,"4166 24th Street, San Francisco",37.7514463,-122.4355543,establishment,OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,5.0,7.0,ChIJEXiWGjl_j4AR8wUZ-ZHYrUo,ARywPAL0-DNwgqhkG-J2iXmeH2hUE48UOzYamLHw6MJAoqEZvr80OspwD-jglfLidjSYkQ58IjEQYieW3zNIRpnI9ul3rwVHmlF2cDGMdPWqNVXN9NAeP5zXkuFAPtIVSVE9fJPTUOVBQ9_1Nh8Ipwsa4yawFegMke4RAxkTQj2CjcrA7zvH,
181,Bon AppeTikka,"4166 24th Street, San Francisco",37.75131200000001,-122.4355664,bar,OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,4.6,93.0,ChIJc9dzSFZ_j4ARKfFl-_Co07o,ARywPAJAXSLDNB5FKrWgUtnKFelhdBagyeVANmhYhhSmJqQPjyb6qOSr8m2mm4rFg3eBu3J6CmivF3AI7D6Hc3v_sKOzR3ne9KyJsh79edc0SQ6hRvUeXfipuiEzcenfF6yoih4nbxgltwX0ufkJl7vbBEalbOJo9UNxc6NMs5yVP4nQcxwj,2
182,Bon AppeTikka,"4166 24th Street, San Francisco",37.75131200000001,-122.4355664,restaurant,OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,4.6,93.0,ChIJc9dzSFZ_j4ARKfFl-_Co07o,ARywPAJAXSLDNB5FKrWgUtnKFelhdBagyeVANmhYhhSmJqQPjyb6qOSr8m2mm4rFg3eBu3J6CmivF3AI7D6Hc3v_sKOzR3ne9KyJsh79edc0SQ6hRvUeXfipuiEzcenfF6yoih4nbxgltwX0ufkJl7vbBEalbOJo9UNxc6NMs5yVP4nQcxwj,2
183,Bon AppeTikka,"4166 24th Street, San Francisco",37.75131200000001,-122.4355664,food,OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,4.6,93.0,ChIJc9dzSFZ_j4ARKfFl-_Co07o,ARywPAJAXSLDNB5FKrWgUtnKFelhdBagyeVANmhYhhSmJqQPjyb6qOSr8m2mm4rFg3eBu3J6CmivF3AI7D6Hc3v_sKOzR3ne9KyJsh79edc0SQ6hRvUeXfipuiEzcenfF6yoih4nbxgltwX0ufkJl7vbBEalbOJo9UNxc6NMs5yVP4nQcxwj,2
184,Bon AppeTikka,"4166 24th Street, San Francisco",37.75131200000001,-122.4355664,point_of_interest,OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,4.6,93.0,ChIJc9dzSFZ_j4ARKfFl-_Co07o,ARywPAJAXSLDNB5FKrWgUtnKFelhdBagyeVANmhYhhSmJqQPjyb6qOSr8m2mm4rFg3eBu3J6CmivF3AI7D6Hc3v_sKOzR3ne9KyJsh79edc0SQ6hRvUeXfipuiEzcenfF6yoih4nbxgltwX0ufkJl7vbBEalbOJo9UNxc6NMs5yVP4nQcxwj,2
185,Bon AppeTikka,"4166 24th Street, San Francisco",37.75131200000001,-122.4355664,establishment,OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,4.6,93.0,ChIJc9dzSFZ_j4ARKfFl-_Co07o,ARywPAJAXSLDNB5FKrWgUtnKFelhdBagyeVANmhYhhSmJqQPjyb6qOSr8m2mm4rFg3eBu3J6CmivF3AI7D6Hc3v_sKOzR3ne9KyJsh79edc0SQ6hRvUeXfipuiEzcenfF6yoih4nbxgltwX0ufkJl7vbBEalbOJo9UNxc6NMs5yVP4nQcxwj,2
186,Heroic Italian San Francisco,"572 Castro Street, San Francisco",37.7597601,-122.4351314,restaurant,OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,4.8,63.0,ChIJ0Qe-UNt_j4ARzWOguPXzYmw,ARywPAKeTIYoSnkgfyeF2dbdT15N-MmT7jSV_ZtyegOW1xLcprBxRpTz38mAo-dgYNwpIqby-YItYhHrLT3XlWy9WONbGrO91ybSY-kDMgOGWGIb_jTBDFE0nz5flDjTdx9uTNgjefkuTSYcp254d_iEs3jE-aeV7NpbuSiUkMxM9Ia88d1H,
187,Heroic Italian San Francisco,"572 Castro Street, San Francisco",37.7597601,-122.4351314,food,OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,4.8,63.0,ChIJ0Qe-UNt_j4ARzWOguPXzYmw,ARywPAKeTIYoSnkgfyeF2dbdT15N-MmT7jSV_ZtyegOW1xLcprBxRpTz38mAo-dgYNwpIqby-YItYhHrLT3XlWy9WONbGrO91ybSY-kDMgOGWGIb_jTBDFE0nz5flDjTdx9uTNgjefkuTSYcp254d_iEs3jE-aeV7NpbuSiUkMxM9Ia88d1H,
188,Heroic Italian San Francisco,"572 Castro Street, San Francisco",37.7597601,-122.4351314,point_of_interest,OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,4.8,63.0,ChIJ0Qe-UNt_j4ARzWOguPXzYmw,ARywPAKeTIYoSnkgfyeF2dbdT15N-MmT7jSV_ZtyegOW1xLcprBxRpTz38mAo-dgYNwpIqby-YItYhHrLT3XlWy9WONbGrO91ybSY-kDMgOGWGIb_jTBDFE0nz5flDjTdx9uTNgjefkuTSYcp254d_iEs3jE-aeV7NpbuSiUkMxM9Ia88d1H,
189,Heroic Italian San Francisco,"572 Castro Street, San Francisco",37.7597601,-122.4351314,establishment,OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,4.8,63.0,ChIJ0Qe-UNt_j4ARzWOguPXzYmw,ARywPAKeTIYoSnkgfyeF2dbdT15N-MmT7jSV_ZtyegOW1xLcprBxRpTz38mAo-dgYNwpIqby-YItYhHrLT3XlWy9WONbGrO91ybSY-kDMgOGWGIb_jTBDFE0nz5flDjTdx9uTNgjefkuTSYcp254d_iEs3jE-aeV7NpbuSiUkMxM9Ia88d1H,
190,El Capitan Taqueria,"4150 18th Street, San Francisco",37.7609317,-122.436028,restaurant,OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,3.5,102.0,ChIJJUcugqV_j4ARlWuwly3r7pA,ARywPAI0RMRp92kGgkY7Ewj0j-KrLw5huF8VxeiFTA7GUQcAzgbgRtrZNroA1kqi09kVq5BqRd0oE98mRPjTsSEZfBfvH2hWKs3uuARdvFbEQbOsXsbJDKUSOS1mCcpfp-7pOJQIvg-1UObJov47ufKdrhIJuq8uV7AHlQGgHJBCJBLJMRaW,1
191,El Capitan Taqueria,"4150 18th Street, San Francisco",37.7609317,-122.436028,food,OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,3.5,102.0,ChIJJUcugqV_j4ARlWuwly3r7pA,ARywPAI0RMRp92kGgkY7Ewj0j-KrLw5huF8VxeiFTA7GUQcAzgbgRtrZNroA1kqi09kVq5BqRd0oE98mRPjTsSEZfBfvH2hWKs3uuARdvFbEQbOsXsbJDKUSOS1mCcpfp-7pOJQIvg-1UObJov47ufKdrhIJuq8uV7AHlQGgHJBCJBLJMRaW,1
192,El Capitan Taqueria,"4150 18th Street, San Francisco",37.7609317,-122.436028,point_of_interest,OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,3.5,102.0,ChIJJUcugqV_j4ARlWuwly3r7pA,ARywPAI0RMRp92kGgkY7Ewj0j-KrLw5huF8VxeiFTA7GUQcAzgbgRtrZNroA1kqi09kVq5BqRd0oE98mRPjTsSEZfBfvH2hWKs3uuARdvFbEQbOsXsbJDKUSOS1mCcpfp-7pOJQIvg-1UObJov47ufKdrhIJuq8uV7AHlQGgHJBCJBLJMRaW,1
193,El Capitan Taqueria,"4150 18th Street, San Francisco",37.7609317,-122.436028,establishment,OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,3.5,102.0,ChIJJUcugqV_j4ARlWuwly3r7pA,ARywPAI0RMRp92kGgkY7Ewj0j-KrLw5huF8VxeiFTA7GUQcAzgbgRtrZNroA1kqi09kVq5BqRd0oE98mRPjTsSEZfBfvH2hWKs3uuARdvFbEQbOsXsbJDKUSOS1mCcpfp-7pOJQIvg-1UObJov47ufKdrhIJuq8uV7AHlQGgHJBCJBLJMRaW,1
194,Dumpling Kitchen - Castro,"544 Castro Street, San Francisco",37.7601399,-122.4351906,restaurant,OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,4.9,17.0,ChIJD0gYCe1_j4ARY6y52r_yHGs,ARywPAIPFeUopG68v9JSyjV8UjX1Gyd248dDWpaZu6d-EOsb4pP4gVMWDkTg4t3ThiZap0cHOC60c3e9k0GTDbOT2FcQHpa5Wmnx7uu1R5KSPyLJKcpzmucZWyzP2hz5g_iOA-h3B0sVg4b9wv50ChQh98sJzrNkYttEEBtQ-kYDdLIZlNIf,
195,Dumpling Kitchen - Castro,"544 Castro Street, San Francisco",37.7601399,-122.4351906,food,OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,4.9,17.0,ChIJD0gYCe1_j4ARY6y52r_yHGs,ARywPAIPFeUopG68v9JSyjV8UjX1Gyd248dDWpaZu6d-EOsb4pP4gVMWDkTg4t3ThiZap0cHOC60c3e9k0GTDbOT2FcQHpa5Wmnx7uu1R5KSPyLJKcpzmucZWyzP2hz5g_iOA-h3B0sVg4b9wv50ChQh98sJzrNkYttEEBtQ-kYDdLIZlNIf,
196,Dumpling Kitchen - Castro,"544 Castro Street, San Francisco",37.7601399,-122.4351906,point_of_interest,OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,4.9,17.0,ChIJD0gYCe1_j4ARY6y52r_yHGs,ARywPAIPFeUopG68v9JSyjV8UjX1Gyd248dDWpaZu6d-EOsb4pP4gVMWDkTg4t3ThiZap0cHOC60c3e9k0GTDbOT2FcQHpa5Wmnx7uu1R5KSPyLJKcpzmucZWyzP2hz5g_iOA-h3B0sVg4b9wv50ChQh98sJzrNkYttEEBtQ-kYDdLIZlNIf,
197,Dumpling Kitchen - Castro,"544 Castro Street, San Francisco",37.7601399,-122.4351906,establishment,OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,4.9,17.0,ChIJD0gYCe1_j4ARY6y52r_yHGs,ARywPAIPFeUopG68v9JSyjV8UjX1Gyd248dDWpaZu6d-EOsb4pP4gVMWDkTg4t3ThiZap0cHOC60c3e9k0GTDbOT2FcQHpa5Wmnx7uu1R5KSPyLJKcpzmucZWyzP2hz5g_iOA-h3B0sVg4b9wv50ChQh98sJzrNkYttEEBtQ-kYDdLIZlNIf,
198,La Tortilla,"495 Castro Street, San Francisco",37.7611184,-122.4349005,restaurant,OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,4.0,344.0,ChIJDS7bNht-j4ARFiqnggMd3yU,ARywPALUGqsBdK2FEyao9YCKDxj_lLJ4EbxT_Y3dzYabkff-1OrK15_vFQ7XVoJAVwKyXWuQI36S4l1UnQyBrXeUByLlEn4sgvuTSBXYJWmbKC-sK64gDWzjrPRmVdWwNoA-C_zqesfuHMVrK3n94y4fy3FOpMfDX2VkwDbTxeKxLawrDJrL,1
199,La Tortilla,"495 Castro Street, San Francisco",37.7611184,-122.4349005,food,OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,4.0,344.0,ChIJDS7bNht-j4ARFiqnggMd3yU,ARywPALUGqsBdK2FEyao9YCKDxj_lLJ4EbxT_Y3dzYabkff-1OrK15_vFQ7XVoJAVwKyXWuQI36S4l1UnQyBrXeUByLlEn4sgvuTSBXYJWmbKC-sK64gDWzjrPRmVdWwNoA-C_zqesfuHMVrK3n94y4fy3FOpMfDX2VkwDbTxeKxLawrDJrL,1
200,La Tortilla,"495 Castro Street, San Francisco",37.7611184,-122.4349005,point_of_interest,OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,4.0,344.0,ChIJDS7bNht-j4ARFiqnggMd3yU,ARywPALUGqsBdK2FEyao9YCKDxj_lLJ4EbxT_Y3dzYabkff-1OrK15_vFQ7XVoJAVwKyXWuQI36S4l1UnQyBrXeUByLlEn4sgvuTSBXYJWmbKC-sK64gDWzjrPRmVdWwNoA-C_zqesfuHMVrK3n94y4fy3FOpMfDX2VkwDbTxeKxLawrDJrL,1
201,La Tortilla,"495 Castro Street, San Francisco",37.7611184,-122.4349005,establishment,OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,4.0,344.0,ChIJDS7bNht-j4ARFiqnggMd3yU,ARywPALUGqsBdK2FEyao9YCKDxj_lLJ4EbxT_Y3dzYabkff-1OrK15_vFQ7XVoJAVwKyXWuQI36S4l1UnQyBrXeUByLlEn4sgvuTSBXYJWmbKC-sK64gDWzjrPRmVdWwNoA-C_zqesfuHMVrK3n94y4fy3FOpMfDX2VkwDbTxeKxLawrDJrL,1
202,Birch & Rye,"1320 Castro Street, San Francisco",37.7509101,-122.4342714,restaurant,OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,4.5,37.0,ChIJQ6Z_bkR_j4ARN9KgrmqrPEs,ARywPAICXEcHPjZWMAHbSHzRisSlPdepqvXQ9u46SGcA0pvPSRCFu-RI18LOgUxELFT8E8XZBVACfxVWvWCGtNLkG0yMOB57H22lsV2evQSAgJFocv6TQQLujgbuJIelkVnvn1dflJXGsxF9JAlkvEpXYstRaa-4VJxWpGfG-bfYP2IvnApN,
203,Birch & Rye,"1320 Castro Street, San Francisco",37.7509101,-122.4342714,food,OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,4.5,37.0,ChIJQ6Z_bkR_j4ARN9KgrmqrPEs,ARywPAICXEcHPjZWMAHbSHzRisSlPdepqvXQ9u46SGcA0pvPSRCFu-RI18LOgUxELFT8E8XZBVACfxVWvWCGtNLkG0yMOB57H22lsV2evQSAgJFocv6TQQLujgbuJIelkVnvn1dflJXGsxF9JAlkvEpXYstRaa-4VJxWpGfG-bfYP2IvnApN,
